name,x,y,z
1,15,13,1
2,8,10,6
3,12,10,7
4,6,14,3
5,14,14,2
6,6,9,7
7,8,1,5
8,5,2,3
9,13,2,6
10,13,9,2
11,13,7,5
12,11,10,5
13,1,4,1
14,13,7,1
15,13,2,4
16,4,9,4
17,12,5,4
18,11,15,2
19,15,9,4
20,2,6,2
21,3,8,6
22,1,3,2
23,12,15,5
24,11,5,4
25,1,9,1
26,8,11,3
27,13,15,1
28,7,7,3
29,6,4,1
30,2,13,4
31,1,13,4
32,2,2,1
33,2,2,5
34,5,12,7
35,14,4,5
36,14,10,7
37,8,9,3
38,4,4,4
39,3,9,3
40,1,15,6
41,7,9,7
42,16,14,3
43,15,6,6
44,13,15,5
45,12,3,4
46,12,11,2
47,3,12,1
48,10,9,4
49,10,15,1
50,16,6,2
51,6,2,6
52,13,3,4
53,14,2,6
54,10,13,2
55,15,2,7
56,15,5,3
57,7,6,7
58,6,4,5
59,12,9,1
60,2,10,7
61,7,4,3
62,13,15,6
63,13,11,7
64,7,8,2
65,12,2,5
66,5,7,7
67,16,8,1
68,16,2,1
69,4,12,5
70,15,9,6
71,6,11,6
72,5,8,4
73,4,5,1
