name,x,y,z
1,11,12,7
2,11,6,7
3,16,3,5
4,6,4,5
5,8,5,2
6,11,2,1
7,13,8,4
8,12,5,5
9,7,6,3
10,8,2,3
11,6,7,4
12,9,15,3
13,16,14,2
14,16,13,5
15,5,4,7
16,15,4,4
17,13,10,2
18,8,11,5
19,6,7,6
20,12,9,6
21,2,9,4
22,15,6,7
23,5,2,5
24,13,6,5
25,7,3,3
26,7,13,5
27,14,7,2
28,11,3,1
29,9,10,3
30,6,5,5
31,6,6,6
32,11,3,3
33,13,10,3
34,15,5,6
35,13,5,6
36,12,15,4
37,10,3,1
38,4,13,1
39,8,15,5
40,3,5,5
41,11,3,2
42,5,9,6
43,12,8,4
44,1,13,5
45,9,4,2
46,1,7,6
47,5,1,4
48,9,4,3
49,14,15,6
50,15,5,5
51,3,14,4
52,8,7,4
53,3,7,2
54,13,9,6
55,12,15,2
56,5,1,6
57,8,4,5
58,3,9,1
59,15,5,7
60,5,10,2
61,8,10,4
62,13,6,7
63,6,10,5
64,10,4,4
65,5,13,3
66,16,15,1
67,10,5,2
68,7,13,1
69,5,13,7
70,6,1,1
71,1,9,5
72,9,15,1
73,15,12,1
74,2,3,1
75,7,5,4
76,12,9,2
77,4,10,3
78,7,10,2
79,2,8,4
80,2,10,1
81,14,14,5
82,4,2,2
83,12,7,4
84,6,9,1
85,14,8,2
86,4,14,3
87,5,8,2
88,3,10,3
89,8,6,6
90,5,3,4
91,1,15,2
92,16,11,1
93,13,2,3
94,1,1,7
95,16,9,5
96,11,4,3
97,7,2,3
98,2,11,7
99,4,1,6
100,4,2,4
