name,x,y,z
1,7,3,4
2,7,9,7
3,16,8,5
4,15,14,1
5,9,3,1
6,6,6,7
7,9,7,2
8,13,10,2
9,1,2,6
10,11,4,4
11,2,15,5
12,1,5,6
13,9,9,2
14,9,2,4
15,2,9,1
16,5,14,1
17,7,15,2
18,5,7,5
19,13,4,5
20,7,3,2
21,1,7,5
22,10,6,5
23,13,7,3
24,6,7,5
25,5,1,4
26,8,5,5
27,10,14,3
28,11,8,3
29,16,9,4
30,11,9,5
31,6,12,3
32,8,2,2
33,7,10,1
34,10,12,4
35,11,6,7
36,14,2,1
37,16,15,5
38,14,13,5
39,1,14,3
40,15,8,2
41,7,8,7
42,1,12,3
43,9,13,6
44,14,9,5
45,3,8,5
46,15,14,3
47,10,15,5
48,7,6,4
49,15,12,7
50,7,8,3
51,1,15,7
52,1,2,3
53,7,8,1
54,13,3,7
55,12,1,2
56,4,5,5
57,14,12,1
58,11,13,5
59,13,13,7
60,8,7,7
61,12,10,5
62,4,9,4
63,4,1,1
64,14,4,1
65,14,11,4
66,13,7,6
67,3,6,5
68,12,12,2
69,12,7,5
70,13,12,3
71,7,11,2
72,4,7,6
73,11,14,1
74,5,5,5
75,15,10,7
76,7,10,4
77,10,5,3
78,16,2,7
79,2,8,3
80,5,3,7
81,3,2,6
82,12,14,2
83,6,8,2
84,16,6,6
85,15,6,7
86,12,12,5
87,2,12,2
88,8,12,4
89,12,7,7
90,8,14,6
91,1,3,5
92,1,5,4
93,2,4,7
94,12,6,6
95,8,13,5
96,8,1,5
97,11,6,3
98,1,1,3
99,8,3,3
100,9,10,7
