name,x,y,z
1,4,13,1
2,16,2,7
3,13,13,1
4,10,1,4
5,13,12,3
6,2,15,6
7,11,15,7
8,4,12,7
9,16,2,4
10,11,8,5
11,15,11,6
12,15,4,6
13,11,15,5
14,5,11,7
15,16,14,4
16,5,10,1
17,12,9,1
18,13,1,6
19,7,15,6
20,1,6,1
21,3,15,7
22,9,4,4
23,1,8,3
24,12,14,4
25,9,1,4
26,15,15,3
27,4,1,6
28,15,14,5
29,11,13,2
30,8,7,3
31,12,11,6
32,1,13,6
33,7,3,5
34,1,8,7
35,9,15,7
36,15,15,6
37,14,11,6
38,5,8,1
39,4,8,2
40,8,9,6
41,14,12,5
42,10,15,2
43,14,1,2
44,2,14,7
45,8,9,3
46,12,10,2
47,16,12,7
48,7,12,5
49,12,7,1
50,15,5,5
51,7,8,6
52,11,10,7
53,2,4,1
54,9,8,5
55,2,12,4
56,1,9,2
57,16,2,1
58,4,6,4
59,1,14,1
60,8,10,1
61,8,8,2
62,6,5,7
63,3,7,4
64,4,5,6
65,7,5,2
66,7,7,2
67,13,7,4
68,5,14,1
69,4,13,5
70,14,2,1
71,6,7,5
72,4,14,7
73,14,10,7
74,6,9,4
75,15,13,1
76,9,1,1
77,6,10,2
78,12,1,2
79,12,8,5
80,11,6,1
81,15,8,5
82,5,1,5
83,10,8,5
84,11,6,5
85,4,15,4
86,2,3,2
87,12,10,6
88,13,4,6
89,7,9,1
90,14,15,7
91,12,6,4
92,1,8,5
93,10,5,3
94,14,6,3
95,9,4,3
96,3,5,4
97,12,10,5
98,11,5,1
99,12,7,3
100,14,8,6
