name,x,y,z
1,4,7,5
2,6,1,7
3,15,1,7
4,2,6,1
5,1,15,2
6,7,10,5
7,13,13,7
8,1,10,6
9,14,15,2
10,12,4,1
11,4,13,7
12,12,11,3
13,7,6,1
14,10,8,3
15,6,7,6
16,8,6,3
17,15,6,2
18,9,12,5
19,13,5,1
20,8,15,7
21,8,1,1
22,9,1,6
23,12,8,4
24,6,4,5
25,13,1,7
26,10,5,3
27,12,11,5
28,6,14,6
29,7,7,6
30,14,14,4
31,7,9,6
32,15,2,6
33,11,3,7
34,8,4,2
35,12,9,3
36,7,6,3
37,4,11,1
38,8,8,2
39,3,11,5
40,1,9,6
41,9,3,1
42,16,14,7
43,2,14,5
44,3,14,6
45,5,6,2
46,4,5,3
47,16,15,3
48,15,3,2
49,10,8,2
50,6,13,2
51,11,11,3
52,7,12,5
53,9,8,5
54,13,13,2
55,8,1,3
56,9,14,3
57,12,15,3
58,2,4,1
59,9,8,3
60,8,10,2
61,9,2,2
62,4,15,6
63,1,3,2
64,8,4,7
65,6,2,2
66,8,11,3
67,10,7,1
68,1,1,2
69,10,14,3
70,8,13,6
71,13,3,6
72,7,7,2
73,4,2,4
74,16,4,2
75,7,3,7
76,5,2,3
77,1,12,7
78,5,11,6
79,12,7,1
80,3,9,1
81,9,4,3
82,14,14,7
83,9,7,5
84,9,11,1
85,14,12,1
86,11,9,4
87,8,13,1
88,3,11,4
89,13,9,7
90,6,13,3
91,6,1,5
92,16,3,6
93,2,3,3
94,4,8,2
95,14,10,1
96,15,5,6
97,2,9,1
98,8,14,3
99,16,9,7
100,13,12,5
