name,x,y,z
1,14,12,7
2,5,13,7
3,8,10,5
4,15,13,3
5,10,7,3
6,7,8,5
7,10,13,5
8,6,2,7
9,16,13,3
10,12,1,6
11,2,7,4
12,15,11,1
13,11,5,7
14,1,2,4
15,1,12,7
16,7,7,7
17,6,5,1
18,6,6,3
19,5,3,7
20,1,8,5
21,15,2,5
22,4,14,3
23,16,6,3
24,16,10,7
25,12,5,3
26,11,6,5
27,7,6,2
28,4,9,4
29,4,13,2
30,11,12,7
31,6,5,3
32,16,11,6
33,13,1,1
34,1,2,7
35,15,3,1
36,11,3,4
37,15,15,5
38,5,5,1
39,6,8,4
40,12,2,7
41,16,1,6
42,12,10,3
43,3,15,4
44,9,14,5
45,13,10,6
46,13,2,4
47,5,11,1
48,8,8,5
49,8,11,4
50,7,15,5
51,7,5,2
52,7,11,3
53,15,9,5
54,11,4,5
55,12,15,4
56,15,12,4
57,7,3,7
58,1,15,7
59,12,13,5
60,7,11,1
61,9,7,1
62,7,14,6
63,7,12,7
64,1,11,1
65,12,13,4
66,5,10,7
67,1,4,5
68,13,9,4
69,16,12,1
70,2,8,3
71,8,8,3
