name,x,y,z
1,2,8,3
2,1,6,5
3,1,4,6
4,15,14,1
5,10,12,3
6,10,15,5
7,3,12,5
8,13,3,1
9,1,10,2
10,6,7,5
11,5,7,4
12,11,13,2
13,10,3,2
14,16,1,7
15,6,12,3
16,9,8,2
17,16,14,1
18,6,14,6
19,15,4,7
20,12,14,2
21,12,13,3
22,13,14,4
23,9,9,5
24,15,7,3
25,15,10,5
26,6,5,6
27,2,4,4
28,5,11,4
29,1,12,4
30,9,11,6
31,1,15,7
32,11,5,5
33,5,12,3
34,4,12,1
35,2,3,3
36,15,14,3
37,4,2,1
38,3,2,2
39,4,6,6
40,7,6,1
41,16,11,6
42,10,4,2
43,5,14,1
44,9,11,5
45,12,2,1
46,4,5,6
47,2,6,4
48,3,11,3
49,2,5,6
50,14,13,1
51,11,6,3
52,3,9,1
53,2,13,7
54,2,5,3
55,2,7,7
56,2,4,1
57,16,7,3
58,14,3,3
59,7,3,3
60,3,15,6
61,4,3,7
62,5,9,1
63,8,2,7
64,1,3,1
65,14,15,6
66,16,9,6
67,3,1,6
68,14,3,7
69,13,4,5
70,8,3,3
71,7,8,5
72,1,2,2
73,4,12,2
74,14,8,6
75,10,5,5
76,4,13,2
77,12,8,2
78,15,10,2
79,14,2,4
80,8,15,4
81,7,15,7
82,5,9,5
83,6,15,5
84,8,15,7
85,7,13,2
86,9,13,3
87,10,2,6
88,11,7,3
89,13,12,4
90,15,4,3
91,4,2,5
92,6,11,6
93,15,5,2
94,12,6,1
95,16,10,4
96,13,10,4
