name,x,y,z
1,2,10,4
2,3,12,2
3,8,13,3
4,15,13,7
5,14,10,5
6,13,5,5
7,14,6,3
8,10,8,4
9,13,12,3
10,9,1,6
11,11,8,4
12,5,5,2
13,12,11,6
14,8,15,3
15,10,11,3
16,15,12,7
17,10,9,6
18,13,5,3
19,3,2,1
20,9,12,7
21,6,10,1
22,6,1,3
23,7,14,4
24,10,1,1
25,15,4,2
26,6,9,3
27,7,11,7
28,1,9,2
29,14,11,7
30,13,11,6
31,14,7,2
32,6,12,4
33,9,15,2
34,2,1,3
35,7,15,1
36,12,14,4
37,2,14,6
38,14,8,3
39,15,3,3
40,12,3,2
41,13,8,4
42,9,9,4
43,13,7,2
44,12,12,5
45,9,3,3
46,1,12,3
47,13,11,4
48,11,12,6
49,15,9,3
50,3,8,6
51,8,14,4
52,15,8,4
53,8,3,4
54,12,1,5
55,12,13,4
56,7,15,4
57,6,2,1
58,5,12,7
59,14,7,5
60,13,4,7
61,12,6,7
62,16,10,6
63,4,11,4
64,2,11,2
65,14,3,2
66,9,6,3
67,10,15,5
