name,x,y,z
1,11,12,7
2,10,8,6
3,8,10,1
4,12,4,5
5,11,5,4
6,2,15,4
7,8,7,4
8,9,12,2
9,12,9,3
10,12,15,5
11,14,6,3
12,9,7,2
13,10,2,5
14,5,3,6
15,16,11,3
16,3,13,6
17,3,15,5
18,11,15,3
19,13,4,5
20,2,3,2
21,14,6,5
22,9,5,5
23,13,3,6
24,14,6,6
25,7,15,1
26,1,12,4
27,5,8,3
28,11,9,1
29,15,4,4
30,13,3,1
31,8,13,6
32,16,2,1
33,7,7,2
34,13,4,4
35,5,5,4
36,5,3,7
37,11,13,2
38,1,12,6
39,16,9,6
40,14,2,3
41,12,13,5
42,2,10,6
43,13,2,3
44,15,8,7
45,3,9,7
46,5,7,4
47,13,6,1
48,13,2,1
49,3,4,2
50,12,15,1
51,1,3,6
52,11,10,1
