name,x,y,z
1,14,4,5
2,3,4,6
3,10,12,3
4,8,9,4
5,6,1,4
6,16,14,3
7,15,6,4
8,2,14,5
9,3,6,2
10,1,8,6
11,2,1,6
12,9,9,3
13,11,10,3
14,14,12,3
15,9,6,7
16,15,7,5
17,14,4,7
18,14,2,7
19,1,4,2
20,1,1,3
21,7,9,3
22,8,12,4
23,14,3,3
24,15,5,3
25,13,12,5
26,5,3,3
27,7,1,2
28,13,13,7
29,7,14,7
30,9,11,3
31,15,1,4
32,7,15,7
33,13,8,6
34,15,2,7
35,9,10,5
36,6,6,2
37,8,10,6
38,4,9,3
39,16,12,7
40,6,3,3
41,8,6,5
42,11,1,1
43,12,5,6
44,16,9,1
45,3,13,2
46,4,11,1
47,4,10,4
48,16,2,3
49,14,1,4
50,13,14,7
51,7,4,1
52,5,2,6
53,5,10,4
54,13,14,5
55,13,10,1
56,12,4,4
57,7,6,7
58,1,4,4
59,15,11,1
60,1,8,7
61,11,4,6
62,7,8,5
63,3,13,6
64,12,10,6
65,2,1,1
66,1,4,6
