name,x,y,z
1,4,9,3
2,6,13,1
3,11,3,4
4,12,14,5
5,12,1,2
6,4,8,6
7,2,6,2
8,3,5,6
9,12,4,6
10,11,9,5
11,10,3,1
12,16,7,5
13,5,6,2
14,2,11,7
15,3,4,6
16,6,9,3
17,8,8,6
18,6,15,5
19,11,9,4
20,10,3,5
21,10,9,2
22,8,10,2
23,14,10,1
24,4,12,2
25,7,9,6
26,3,2,5
27,3,6,7
28,8,9,4
29,16,12,5
30,10,5,2
31,1,1,2
32,16,2,3
33,6,3,6
34,16,4,3
35,4,8,3
36,14,15,7
37,10,2,3
38,12,1,3
39,5,13,2
40,3,13,4
41,5,14,5
42,5,8,6
43,6,4,1
44,3,1,7
45,9,9,7
46,6,8,2
47,3,13,3
48,12,15,3
49,7,6,7
50,14,5,4
51,13,13,6
52,4,5,6
53,4,10,2
54,3,1,4
55,16,12,2
56,5,15,1
57,9,10,5
58,9,5,1
59,2,3,3
60,13,15,2
61,8,10,7
62,4,10,4
63,9,15,3
64,9,13,5
65,2,14,6
66,4,11,4
67,11,3,5
68,16,5,3
69,5,11,4
70,7,7,3
71,7,3,6
72,1,15,3
73,2,7,5
74,7,9,2
75,9,11,7
76,3,4,5
