name,x,y,z
1,2,12,5
2,8,2,5
3,4,12,3
4,16,11,3
5,13,3,2
6,14,9,6
7,15,1,2
8,5,14,5
9,13,13,2
10,6,10,4
11,10,15,2
12,12,15,7
13,10,13,4
14,10,7,5
15,10,15,3
16,9,2,2
17,4,4,1
18,12,8,6
19,7,9,3
20,3,8,2
21,13,8,7
22,1,4,3
23,13,3,7
24,10,3,4
25,16,11,6
26,2,13,5
27,12,8,4
28,9,11,5
29,12,3,7
30,5,5,5
31,14,9,3
32,13,9,7
33,6,2,5
34,9,2,4
35,2,14,7
36,1,1,4
37,4,1,7
38,13,5,6
39,6,10,5
40,5,6,3
41,7,4,4
42,5,3,3
43,15,8,6
44,1,14,2
45,16,4,2
46,2,9,1
47,8,2,1
48,2,6,7
49,2,14,5
50,1,11,7
51,4,4,7
52,5,2,7
53,1,9,3
54,15,10,3
55,14,12,2
56,8,14,2
57,8,11,6
58,16,12,3
59,5,11,7
60,16,4,6
61,9,1,2
62,11,9,2
63,14,3,6
64,15,2,6
65,5,7,2
66,1,15,5
67,8,12,6
68,10,3,5
69,9,3,1
70,13,12,5
71,6,13,2
72,10,9,5
73,5,2,2
74,16,12,4
75,6,11,4
76,5,14,7
