name,x,y,z
1,11,6,4
2,12,9,5
3,14,3,3
4,4,1,6
5,5,10,5
6,3,12,1
7,9,5,6
8,9,13,7
9,11,10,1
10,12,2,4
11,3,11,4
12,6,10,1
13,13,5,3
14,13,7,1
15,15,11,7
16,6,4,2
17,1,2,2
18,12,2,2
19,10,13,3
20,3,6,2
21,9,10,5
22,6,4,7
23,7,4,6
24,3,10,4
25,3,3,5
26,5,14,2
27,9,12,4
28,2,3,5
29,14,15,1
30,10,11,5
31,12,14,4
32,1,15,7
33,11,8,6
34,14,12,3
35,7,11,1
36,14,12,1
37,15,8,7
38,8,11,1
39,7,8,1
40,10,10,6
41,1,6,3
42,14,12,4
43,10,13,1
44,9,11,7
45,4,10,1
46,6,5,1
47,4,1,5
48,13,5,6
49,14,9,2
50,13,14,6
51,7,14,3
52,16,2,6
53,2,1,3
54,4,13,1
55,1,3,4
56,15,1,6
57,14,1,7
58,14,1,6
59,1,3,3
60,8,3,1
61,12,4,4
62,12,3,3
63,15,4,2
64,3,10,6
65,8,1,2
66,14,3,2
67,7,10,1
68,11,6,7
69,4,9,4
70,2,11,1
71,11,14,1
72,2,9,7
73,11,14,7
74,8,9,4
75,8,6,3
76,12,1,1
77,8,3,7
78,12,13,5
79,14,7,7
80,9,1,6
81,7,1,4
82,3,4,7
83,15,1,1
84,15,1,5
85,1,15,4
86,13,15,7
87,15,13,7
88,4,4,2
89,8,5,6
90,14,9,7
91,4,5,4
92,4,4,4
93,6,5,2
