name,x,y,z
1,7,4,3
2,16,2,3
3,5,9,2
4,8,10,7
5,4,4,6
6,6,9,4
7,13,12,2
8,15,10,4
9,13,13,5
10,14,15,4
11,2,3,1
12,2,1,3
13,12,4,1
14,12,15,4
15,8,3,7
16,13,2,1
17,9,6,3
18,2,6,7
19,7,11,7
20,6,12,5
21,15,11,3
22,1,7,1
23,9,3,2
24,11,8,6
25,14,6,2
26,10,14,4
27,12,15,2
28,3,13,5
29,11,15,3
30,5,4,1
31,2,11,6
32,15,7,3
33,4,6,1
34,11,10,3
35,4,9,4
36,15,1,7
37,10,7,2
38,15,9,6
39,9,4,2
40,16,5,1
41,1,10,4
42,12,10,4
43,9,15,5
44,7,1,6
45,13,15,3
46,6,2,3
47,3,1,1
48,1,13,3
49,11,10,6
50,16,7,7
51,8,7,3
52,14,2,3
53,16,3,1
54,10,14,3
55,14,5,1
56,6,1,1
57,11,9,5
58,11,9,3
59,11,7,7
60,9,13,3
61,11,12,2
62,11,5,3
63,9,10,2
64,2,2,4
65,11,10,1
66,15,3,7
67,3,5,1
68,12,13,1
69,1,1,4
70,14,9,1
71,5,7,3
72,15,11,7
