name,x,y,z
1,16,5,6
2,2,11,6
3,4,3,6
4,4,7,2
5,3,9,5
6,8,9,4
7,5,1,3
8,3,13,2
9,14,11,3
10,5,8,3
11,10,4,3
12,8,9,5
13,9,1,5
14,14,13,1
15,5,5,2
16,5,11,4
17,10,1,6
18,11,12,5
19,10,10,2
20,6,12,7
21,12,10,1
22,11,4,3
23,6,15,7
24,7,7,6
25,14,11,1
26,4,15,5
27,5,1,5
28,5,15,1
29,10,10,4
30,7,4,4
31,15,8,2
32,9,11,5
33,11,1,2
34,7,7,5
35,9,14,1
36,16,10,3
37,15,15,4
38,2,1,5
39,8,11,4
40,10,3,7
41,8,2,1
42,6,12,3
43,11,10,4
44,13,6,3
45,7,4,3
46,12,1,7
47,1,9,2
48,12,7,2
49,8,5,1
50,13,10,5
51,3,5,4
52,11,9,3
53,10,11,3
54,3,14,5
55,14,9,5
56,8,14,6
57,7,7,1
58,2,3,1
59,1,11,1
60,15,13,5
61,8,3,2
62,10,5,6
63,3,10,1
64,14,3,1
65,5,13,5
66,12,3,2
67,8,14,2
68,1,2,7
69,8,8,5
70,15,7,2
71,6,7,6
72,13,4,1
