name,x,y,z
1,15,13,5
2,15,8,6
3,12,12,1
4,5,4,4
5,2,3,1
6,13,8,3
7,11,8,2
8,6,15,7
9,16,9,7
10,2,13,4
11,3,7,7
12,2,11,1
13,10,2,3
14,4,3,5
15,13,4,1
16,16,12,7
17,1,11,4
18,5,5,3
19,11,2,2
20,2,9,5
21,2,1,6
22,15,13,3
23,9,4,5
24,4,8,1
25,2,12,3
26,6,4,1
27,11,10,1
28,3,4,5
29,12,12,5
30,12,4,5
31,9,5,7
32,14,11,2
33,8,15,1
34,14,15,1
35,5,10,4
36,7,9,4
37,7,15,7
38,5,15,4
39,6,1,1
40,15,4,1
41,14,13,7
42,15,6,7
43,3,11,6
44,11,7,7
45,12,6,4
46,9,14,2
47,12,5,3
48,5,5,4
49,10,5,6
50,12,5,1
51,1,11,3
52,15,9,4
53,8,10,5
54,16,13,7
55,11,5,3
56,6,11,6
57,3,5,2
58,15,15,1
59,6,3,4
60,15,12,5
61,16,5,2
62,16,13,6
63,6,13,6
64,4,1,7
65,5,6,4
66,8,5,5
67,2,13,6
68,14,10,6
69,4,2,1
70,1,15,3
71,6,11,1
72,13,11,5
73,15,4,7
74,8,14,6
75,14,9,4
76,1,8,3
77,7,2,4
78,8,4,6
79,5,7,2
80,13,11,4
81,5,3,4
