name,x,y,z
1,11,5,2
2,16,8,4
3,6,1,5
4,1,4,5
5,10,15,1
6,15,12,5
7,4,3,7
8,13,7,7
9,14,9,7
10,13,1,5
11,14,13,7
12,3,4,5
13,1,12,1
14,9,4,4
15,1,9,6
16,9,8,3
17,7,7,2
18,10,3,6
19,12,11,7
20,10,11,6
21,13,3,7
22,9,15,2
23,2,7,1
24,7,15,3
25,5,13,6
26,14,3,3
27,8,10,6
28,16,15,7
29,10,15,7
30,9,7,5
31,8,14,2
32,12,15,4
33,1,10,7
34,4,8,1
35,3,14,3
36,1,3,3
37,5,6,4
38,16,9,5
39,12,14,1
40,6,1,3
41,2,3,4
42,5,9,3
43,13,5,7
44,4,2,5
45,10,12,6
46,8,13,2
47,11,5,4
48,9,13,6
49,16,1,3
50,2,11,1
51,1,4,2
52,12,13,6
53,7,10,6
54,4,2,4
55,12,15,7
56,2,14,5
57,12,8,6
58,7,6,5
59,13,4,5
60,15,2,4
61,15,4,3
62,11,7,2
63,9,13,3
64,4,8,4
65,11,1,4
66,14,3,5
67,14,4,7
68,1,2,6
69,15,1,6
