name,x,y,z
1,10,11,7
2,15,15,7
3,3,10,4
4,4,3,7
5,6,12,2
6,10,14,6
7,4,4,3
8,9,6,3
9,10,14,4
10,10,3,7
11,3,9,6
12,16,2,2
13,15,12,6
14,10,2,2
15,9,14,4
16,8,11,7
17,7,3,7
18,14,1,6
19,11,7,3
20,16,4,3
21,15,12,1
22,11,14,3
23,15,13,3
24,2,10,4
25,15,4,5
26,7,7,2
27,9,3,5
28,3,11,4
29,1,11,1
30,4,5,7
31,11,2,4
32,14,13,4
33,6,3,3
34,16,3,4
35,10,7,1
36,7,11,5
37,12,3,2
38,6,3,4
39,11,4,1
40,8,6,6
41,8,2,3
42,3,6,2
43,8,6,7
44,5,12,2
45,9,2,2
46,11,8,2
47,10,9,3
48,9,15,4
49,5,8,6
50,6,9,6
51,15,11,1
52,9,10,5
53,11,12,4
54,10,11,2
55,2,6,2
56,14,6,1
57,8,12,3
58,8,2,5
59,3,14,2
60,5,11,7
61,15,12,4
62,10,2,6
63,13,2,4
64,3,15,3
65,12,2,1
66,16,8,5
67,7,12,6
68,10,4,2
69,4,3,4
70,6,8,5
71,4,2,3
72,6,12,5
73,15,1,5
74,6,13,3
75,11,11,3
76,15,7,7
77,14,7,5
78,3,1,6
79,1,8,4
80,10,8,5
81,8,4,5
82,2,7,6
83,1,1,3
84,14,4,4
85,15,1,6
86,15,10,7
87,14,10,5
88,10,15,3
89,7,2,3
90,16,15,7
91,14,5,2
92,1,1,6
93,6,1,7
94,12,14,1
95,12,13,3
