name,x,y,z
1,11,15,1
2,6,8,2
3,11,5,5
4,1,4,6
5,9,7,1
6,2,12,5
7,1,4,4
8,5,12,1
9,14,3,3
10,8,1,6
11,5,1,4
12,16,12,3
13,15,7,4
14,8,2,2
15,1,8,3
16,9,15,5
17,6,15,6
18,11,12,2
19,6,2,7
20,5,14,7
21,15,13,6
22,5,11,5
23,5,11,1
24,11,9,7
25,7,9,3
26,11,8,4
27,7,15,5
28,10,5,6
29,5,12,3
30,12,7,2
31,2,1,7
32,14,8,7
33,15,8,6
34,4,3,6
35,4,6,3
36,2,4,2
37,3,8,3
38,3,2,3
39,1,14,3
40,13,2,4
41,16,8,5
42,6,2,4
43,7,1,4
44,6,14,7
45,11,7,3
46,4,9,7
47,16,7,2
48,5,11,4
49,8,10,7
50,5,1,6
51,6,15,2
52,16,7,3
53,7,15,7
54,1,7,1
