name,x,y,z
1,13,12,3
2,14,15,6
3,2,13,1
4,6,6,3
5,16,7,1
6,11,11,5
7,10,15,4
8,12,12,3
9,8,13,4
10,14,11,6
11,13,7,7
12,2,9,5
13,12,6,7
14,4,15,6
15,7,3,3
16,15,14,6
17,8,14,7
18,6,14,3
19,8,13,2
20,8,11,2
21,8,1,6
22,8,12,6
23,9,14,2
24,5,12,7
25,15,13,1
26,13,6,4
27,5,8,1
28,9,11,4
29,11,12,2
30,2,9,7
31,16,3,1
32,13,7,4
33,8,9,3
34,7,2,6
35,6,10,7
36,14,11,1
37,4,8,2
38,3,5,3
39,15,5,3
40,15,3,5
41,5,1,5
42,12,5,1
43,4,15,5
44,16,14,1
45,12,14,6
46,5,7,6
47,5,5,4
48,4,4,4
49,13,7,6
50,2,4,7
51,6,2,5
52,2,12,5
53,9,2,7
54,11,2,6
55,4,13,3
56,13,11,7
57,9,8,7
58,15,1,6
59,12,4,7
60,9,8,1
61,1,8,2
62,4,5,6
63,11,5,1
64,12,14,5
65,6,13,1
66,15,12,2
67,16,6,6
68,3,9,4
69,6,4,4
70,14,10,7
71,10,3,7
72,3,12,7
73,3,1,6
74,12,13,1
75,2,6,2
76,10,7,1
77,1,5,3
78,11,7,3
79,7,10,7
80,11,14,5
81,12,7,2
82,10,14,6
