name,x,y,z
1,1,5,1
2,5,10,1
3,14,10,4
4,13,12,3
5,14,1,7
6,6,13,3
7,13,13,2
8,8,4,2
9,8,2,6
10,7,3,4
11,14,7,5
12,3,15,5
13,8,2,5
14,10,15,3
15,4,6,7
16,4,10,5
17,10,10,3
18,2,1,3
19,3,13,1
20,14,10,3
21,5,8,3
22,12,5,3
23,9,13,7
24,4,11,3
25,9,12,2
26,5,12,4
27,10,5,6
28,3,3,6
29,5,11,7
30,9,15,6
31,16,13,7
32,9,1,3
33,3,1,5
34,14,6,3
35,15,6,5
36,5,4,3
37,5,6,6
38,12,13,6
39,8,12,7
40,12,13,2
41,4,11,6
42,6,10,4
43,6,3,4
44,13,11,5
45,8,14,6
46,9,10,5
47,11,15,7
48,14,4,1
49,14,1,3
50,6,5,2
51,7,15,4
52,9,14,3
53,1,2,1
54,2,5,3
55,12,3,5
56,13,14,2
57,7,15,1
58,6,8,6
59,15,8,2
60,10,15,7
61,13,10,1
62,4,5,7
63,6,9,3
64,13,2,5
65,13,5,6
