name,x,y,z
1,14,11,3
2,4,2,2
3,6,11,4
4,5,9,4
5,1,10,5
6,7,6,6
7,8,7,5
8,1,7,2
9,9,3,4
10,9,4,1
11,2,4,5
12,7,15,7
13,12,13,6
14,5,13,1
15,3,8,7
16,10,12,6
17,6,6,5
18,5,14,7
19,10,10,5
20,11,13,3
21,15,8,5
22,9,15,4
23,6,10,7
24,8,1,2
25,15,11,7
26,6,8,5
27,4,10,5
28,9,8,3
29,1,12,3
30,3,11,4
31,14,3,5
32,8,3,5
33,2,5,4
34,11,1,7
35,12,11,3
36,3,5,3
37,7,2,1
38,10,6,2
39,14,4,2
40,16,14,5
41,5,15,6
42,16,1,1
43,11,8,7
44,14,1,7
45,13,5,7
46,10,15,4
47,4,4,7
48,1,9,6
49,2,7,5
50,11,3,2
51,10,2,5
52,11,14,2
53,13,3,5
54,10,2,4
55,12,6,3
56,15,5,6
57,3,15,3
58,16,10,1
59,8,1,7
60,9,10,7
61,2,3,1
62,14,6,1
63,13,11,6
64,7,5,1
65,6,10,2
