name,x,y,z
1,9,8,6
2,5,15,1
3,10,6,7
4,4,4,5
5,13,4,1
6,12,7,3
7,3,5,7
8,6,9,6
9,5,15,4
10,9,10,7
11,14,8,2
12,5,14,5
13,8,13,6
14,7,15,7
15,16,2,5
16,5,15,3
17,6,5,5
18,3,3,2
19,7,10,7
20,6,5,3
21,5,9,4
22,10,5,4
23,9,10,5
24,15,4,4
25,10,12,4
26,9,9,4
27,14,13,5
28,16,12,3
29,16,1,6
30,9,8,5
31,14,13,6
32,14,11,4
33,8,10,2
34,15,6,7
35,4,1,3
36,6,8,2
37,14,13,2
38,14,10,7
39,9,6,3
40,3,10,7
41,1,11,3
42,6,7,1
43,6,6,4
44,8,1,4
45,1,14,5
46,13,12,7
47,12,15,6
48,13,7,3
49,7,4,5
50,8,3,1
51,4,12,4
52,5,14,6
53,2,15,7
54,2,11,3
55,2,4,6
56,4,9,6
57,15,10,1
58,10,7,3
59,1,2,3
60,3,2,7
61,4,3,7
62,8,4,2
63,8,4,6
64,1,8,2
65,11,6,7
66,15,11,1
67,9,2,7
68,9,15,5
69,6,14,3
70,10,8,2
71,4,10,1
72,9,1,5
73,6,7,4
74,13,14,2
75,1,13,1
76,10,7,7
77,13,15,6
78,9,1,6
79,1,8,7
80,10,1,5
81,1,10,3
82,11,6,3
83,7,12,4
84,2,8,3
85,16,15,6
86,11,3,5
87,14,11,3
88,13,9,6
89,1,7,7
