name,x,y,z
1,8,6,3
2,7,12,1
3,12,9,6
4,8,5,5
5,2,2,3
6,3,2,1
7,14,15,7
8,12,3,5
9,6,14,4
10,7,12,7
11,2,4,4
12,9,3,3
13,2,15,3
14,9,9,6
15,13,3,7
16,16,15,3
17,5,13,1
18,6,9,3
19,7,12,4
20,3,13,4
21,15,12,2
22,3,5,3
23,3,4,6
24,2,9,4
25,16,10,4
26,3,10,7
27,10,7,3
28,8,10,3
29,13,10,4
30,8,3,6
31,9,11,5
32,6,3,2
33,4,5,6
34,2,8,6
35,10,13,7
36,3,9,3
37,11,11,2
38,2,5,1
39,6,1,7
40,4,11,7
41,14,3,1
42,11,12,2
43,7,5,1
44,3,3,2
45,8,5,6
46,5,6,1
47,10,5,2
48,1,11,3
49,1,6,1
50,7,1,6
51,15,3,4
52,14,2,7
53,16,2,1
54,16,8,6
55,5,4,7
56,12,6,3
57,16,1,6
58,11,10,5
59,15,6,7
60,4,14,6
61,11,10,3
62,16,12,7
63,15,11,2
64,7,7,6
65,7,3,4
66,8,8,5
67,4,8,7
68,9,10,2
69,12,6,5
70,8,14,7
71,11,15,4
72,7,2,6
73,1,5,4
74,7,9,6
75,10,6,4
76,3,14,6
77,15,14,7
78,11,6,1
79,12,2,5
80,4,1,3
81,10,7,2
82,14,13,2
83,7,2,7
84,3,6,3
85,8,7,3
86,6,3,4
87,13,1,5
88,1,11,7
89,6,12,4
90,15,11,7
91,2,15,1
92,5,12,4
93,16,6,5
