name,x,y,z
1,7,4,4
2,5,5,3
3,8,15,1
4,11,14,6
5,3,3,7
6,12,4,6
7,3,5,4
8,6,11,6
9,6,3,7
10,10,11,5
11,8,12,5
12,11,5,4
13,16,3,7
14,7,7,1
15,16,14,1
16,15,3,6
17,14,12,1
18,3,12,2
19,15,9,5
20,8,5,1
21,6,14,6
22,9,5,4
23,2,1,1
24,3,5,5
25,15,14,5
26,7,4,3
27,7,12,2
28,5,3,7
29,4,10,5
30,11,12,1
31,13,12,2
32,15,10,3
33,14,10,6
34,13,13,7
35,14,13,7
36,12,9,4
37,14,8,6
38,16,12,4
39,8,10,1
40,5,14,3
41,10,13,2
42,5,6,6
43,5,11,2
44,8,7,4
45,5,3,6
46,14,11,1
47,3,12,5
48,7,8,6
49,15,15,3
50,3,9,5
51,4,14,1
52,15,1,2
53,16,14,5
54,9,12,7
55,9,7,7
56,13,8,2
57,2,7,5
58,15,13,7
59,13,9,6
60,13,3,6
61,15,1,3
62,11,4,4
63,16,7,7
64,12,2,2
65,9,4,3
66,4,9,1
67,16,4,2
68,14,5,1
69,9,12,4
70,14,7,3
71,7,3,5
72,5,15,5
73,16,1,7
74,10,5,1
75,4,4,5
76,12,7,2
77,12,13,1
78,10,9,7
79,8,15,3
80,15,4,7
81,5,2,4
82,4,1,1
83,6,14,2
84,2,14,3
85,16,6,6
86,1,6,1
87,11,12,7
88,13,12,3
89,2,10,6
90,2,11,6
91,8,8,3
92,8,3,1
93,14,15,3
