name,x,y,z
1,3,10,1
2,2,8,6
3,13,14,3
4,9,9,3
5,13,15,1
6,13,8,2
7,7,8,6
8,1,8,2
9,12,14,5
10,1,15,6
11,9,9,6
12,5,6,2
13,8,5,4
14,15,13,2
15,2,10,6
16,12,2,7
17,5,9,3
18,14,5,6
19,5,1,6
20,3,7,4
21,10,12,7
22,9,1,1
23,5,14,6
24,13,8,3
25,15,8,5
26,4,2,2
27,10,6,2
28,9,13,5
29,15,2,6
30,16,3,4
31,5,15,1
32,2,7,4
33,7,13,5
34,7,7,2
35,12,11,6
36,5,9,5
37,8,8,1
38,1,10,7
39,15,14,3
40,13,14,5
41,6,8,1
42,6,4,1
43,15,10,7
44,11,12,3
45,12,7,1
46,2,11,3
47,7,13,7
48,5,8,1
49,9,13,2
50,9,7,4
51,8,6,1
52,16,15,5
53,10,15,2
54,10,7,2
55,3,7,1
56,4,6,4
