name,x,y,z
1,7,14,2
2,10,1,6
3,1,10,5
4,15,2,4
5,12,8,4
6,2,2,6
7,9,5,5
8,1,7,3
9,8,2,7
10,7,8,3
11,11,7,1
12,2,10,2
13,6,5,1
14,12,10,4
15,5,9,4
16,12,7,3
17,14,4,1
18,12,13,5
19,14,10,5
20,3,6,4
21,4,2,6
22,13,9,7
23,4,13,4
24,2,8,2
25,15,13,5
26,5,13,7
27,5,4,3
28,6,13,6
29,5,10,3
30,1,15,5
31,10,12,1
32,15,12,1
33,1,7,7
34,15,11,6
35,16,3,6
36,3,4,1
37,4,11,2
38,11,14,4
39,14,15,1
40,15,9,2
41,15,4,5
42,12,10,5
43,11,13,1
44,9,11,2
45,16,8,3
46,12,11,4
47,2,1,5
48,12,7,6
49,15,14,7
50,1,4,3
51,12,9,4
52,5,12,2
53,10,14,3
54,9,8,1
55,1,13,7
56,6,9,2
57,10,8,7
58,5,2,1
59,16,8,5
60,12,1,7
61,11,15,6
62,15,9,6
63,8,4,2
64,10,1,7
65,11,12,2
66,12,3,2
67,10,6,3
68,13,11,2
69,6,15,1
70,1,14,2
71,9,3,3
72,16,12,3
73,2,14,7
74,11,12,5
75,10,12,6
76,3,11,4
77,10,11,7
78,10,10,4
