name,x,y,z
1,15,10,7
2,10,1,2
3,1,10,2
4,2,5,6
5,6,1,3
6,9,3,2
7,16,6,6
8,3,9,4
9,6,4,5
10,3,2,5
11,11,8,4
12,10,12,3
13,12,15,1
14,11,12,6
15,10,2,3
16,12,2,3
17,8,13,2
18,2,7,6
19,5,12,3
20,16,11,4
21,10,10,1
22,10,6,2
23,6,5,4
24,16,1,4
25,16,3,6
26,6,11,3
27,14,1,6
28,9,15,4
29,1,15,7
30,1,15,2
31,16,14,6
32,6,6,1
33,8,15,3
34,12,1,7
35,1,15,1
36,14,2,3
37,1,7,3
38,10,12,1
39,16,8,3
40,1,4,7
41,6,9,1
42,2,5,1
43,13,11,7
44,14,10,7
45,16,9,5
46,7,13,7
47,15,7,5
48,8,2,4
49,16,7,4
50,1,12,3
51,6,7,5
52,2,7,5
53,2,3,5
54,13,9,3
55,15,10,5
56,9,12,5
57,7,2,2
58,5,10,3
59,1,4,5
60,14,12,6
61,16,11,7
62,11,13,5
63,13,10,2
64,7,11,2
65,6,8,5
66,11,8,7
67,3,3,4
68,1,9,6
69,15,6,1
70,16,10,5
