name,x,y,z
1,1,9,6
2,9,15,1
3,6,10,7
4,6,15,1
5,5,8,6
6,8,11,3
7,2,5,4
8,3,15,2
9,5,9,5
10,5,5,3
11,7,4,5
12,3,12,1
13,9,14,2
14,3,7,2
15,4,11,6
16,7,12,6
17,7,8,6
18,6,6,3
19,12,4,7
20,12,11,1
21,16,12,3
22,4,7,1
23,8,5,6
24,7,2,3
25,16,12,5
26,11,4,1
27,2,8,3
28,16,10,1
29,4,2,2
30,3,9,3
31,10,5,7
32,10,3,6
33,11,9,7
34,13,6,7
35,6,14,7
36,4,5,7
37,3,12,7
38,3,1,7
39,12,2,4
40,10,13,1
41,9,4,4
42,7,15,4
43,13,8,1
44,14,12,2
45,11,13,3
46,7,8,7
47,2,5,5
48,11,3,1
49,9,10,1
50,10,3,3
51,9,2,3
52,13,7,3
53,6,12,3
54,9,13,2
55,10,11,7
56,1,6,6
57,9,10,2
58,10,7,4
59,6,4,6
60,14,9,7
61,16,1,6
62,7,5,1
63,7,5,7
64,8,9,5
65,15,5,6
66,3,13,4
67,5,14,4
68,12,4,5
69,8,4,3
70,6,1,6
