name,x,y,z
1,6,9,2
2,15,15,4
3,16,5,1
4,4,3,7
5,1,7,2
6,14,13,4
7,7,4,5
8,12,12,2
9,13,7,7
10,15,15,3
11,4,12,3
12,7,3,1
13,14,1,2
14,12,11,3
15,4,12,5
16,1,7,1
17,14,6,6
18,5,6,1
19,8,1,6
20,14,2,7
21,4,15,5
22,6,14,3
23,14,10,7
24,10,12,3
25,16,7,4
26,16,8,7
27,3,10,3
28,10,7,3
29,4,1,2
30,3,9,2
31,14,7,6
32,11,11,1
33,11,2,3
34,3,3,2
35,6,1,6
36,6,10,1
37,16,11,4
38,6,13,6
39,14,1,3
40,5,10,7
41,2,6,1
42,6,15,6
43,8,4,6
44,6,14,6
45,11,13,3
46,14,11,3
47,9,5,5
48,8,3,1
49,11,5,3
50,16,9,3
51,13,6,2
52,2,8,2
53,5,10,3
54,3,13,2
55,15,11,3
56,13,11,2
57,9,12,6
58,14,6,3
59,9,8,7
60,14,6,2
61,4,13,6
62,6,9,5
63,13,4,5
64,7,7,3
65,12,10,1
66,16,8,3
67,1,8,4
68,4,11,1
69,7,10,6
70,6,14,7
71,8,10,4
72,12,10,6
73,13,13,5
74,8,5,2
75,8,14,2
76,1,6,1
77,13,5,5
78,15,3,2
79,1,9,7
80,16,13,3
81,3,15,3
82,16,9,2
