name,x,y,z
1,13,11,3
2,9,13,3
3,8,9,4
4,5,3,6
5,14,15,4
6,3,6,2
7,12,9,2
8,6,15,5
9,2,15,4
10,2,14,5
11,14,9,1
12,11,9,6
13,14,11,7
14,10,12,7
15,2,9,7
16,5,11,5
17,3,14,1
18,6,12,3
19,14,11,6
20,9,6,7
21,3,5,7
22,1,14,7
23,11,13,7
24,16,11,1
25,7,9,3
26,1,5,5
27,2,7,6
28,6,11,6
29,2,2,4
30,2,4,5
31,3,3,1
32,3,15,1
33,2,12,1
34,3,2,2
35,2,2,7
36,8,1,6
37,16,4,7
38,3,13,1
39,12,9,4
40,7,7,7
41,16,7,7
42,5,11,3
43,5,5,1
44,1,6,1
45,5,9,2
46,14,6,6
47,4,15,4
48,11,15,7
49,7,11,1
50,3,3,4
51,10,15,1
