name,x,y,z
1,16,12,6
2,15,10,4
3,10,10,3
4,14,5,5
5,9,7,2
6,9,8,3
7,13,15,7
8,14,10,1
9,16,8,6
10,11,10,6
11,16,4,3
12,7,14,5
13,9,4,2
14,1,13,2
15,14,15,2
16,7,7,6
17,1,5,5
18,8,8,6
19,5,1,5
20,11,6,4
21,5,3,1
22,2,8,3
23,8,9,7
24,8,7,6
25,6,13,1
26,3,15,3
27,7,9,1
28,14,11,4
29,7,2,4
30,16,6,5
31,12,2,5
32,4,9,4
33,13,7,1
34,15,2,1
35,1,11,2
36,15,6,2
37,3,15,2
38,10,3,7
39,9,8,6
40,9,7,6
41,8,15,6
42,2,7,2
43,12,15,3
44,11,5,3
45,14,8,2
46,11,8,7
47,1,3,5
48,1,10,6
49,1,10,7
50,16,14,1
51,2,15,1
52,10,13,3
53,4,13,6
54,2,9,2
55,7,4,7
56,8,4,3
57,2,1,3
58,4,3,1
59,2,9,6
60,5,8,3
61,13,1,7
