name,x,y,z
1,7,14,5
2,7,8,2
3,12,4,6
4,11,10,2
5,10,13,3
6,11,13,5
7,11,9,4
8,5,8,1
9,11,9,7
10,5,3,2
11,6,15,6
12,15,4,6
13,3,14,2
14,5,11,2
15,16,4,2
16,8,6,5
17,3,9,6
18,13,1,6
19,16,6,2
20,8,2,5
21,3,11,6
22,5,13,4
23,5,14,5
24,14,10,4
25,4,7,6
26,7,6,4
27,8,8,3
28,16,4,6
29,4,1,2
30,14,2,3
31,13,1,3
32,6,14,6
33,11,2,2
34,15,15,7
35,10,14,4
36,2,8,7
37,3,9,5
38,4,4,2
39,7,11,1
40,9,12,2
41,6,1,3
42,3,15,5
43,16,8,3
44,8,9,2
45,15,15,3
46,9,14,3
47,16,6,4
48,12,13,1
49,16,8,1
50,3,10,7
51,5,5,7
52,11,2,4
53,10,6,1
54,2,12,5
55,9,5,5
56,6,9,1
57,1,6,3
58,11,3,4
59,15,8,2
60,9,4,1
61,2,7,3
62,15,7,6
63,9,9,2
64,16,7,5
65,5,15,3
66,7,14,2
67,9,3,6
68,16,15,3
69,7,1,2
70,5,13,2
71,5,7,5
72,9,12,4
73,15,8,5
74,7,6,2
75,6,9,3
76,4,11,1
77,16,5,3
78,1,6,5
79,10,13,7
80,3,5,3
81,15,6,7
82,3,6,2
83,16,15,4
