name,x,y,z
1,12,3,5
2,1,12,1
3,12,15,7
4,16,1,6
5,8,4,6
6,1,8,1
7,7,7,7
8,11,5,4
9,7,14,2
10,7,5,1
11,3,6,4
12,12,15,6
13,6,6,7
14,14,10,6
15,12,1,5
16,6,7,1
17,6,13,6
18,12,10,4
19,4,11,7
20,11,13,6
21,15,7,3
22,16,7,3
23,9,5,7
24,1,10,5
25,9,9,7
26,9,2,5
27,10,14,1
28,12,12,7
29,5,1,5
30,11,1,4
31,3,10,1
32,14,13,7
33,1,6,7
34,8,10,4
35,16,2,6
36,5,8,1
37,9,11,2
38,2,8,5
39,4,15,3
40,11,14,6
41,15,13,6
42,5,10,3
43,3,1,2
44,12,13,5
45,13,2,4
46,9,5,3
47,5,13,3
48,2,14,2
49,15,15,5
50,6,8,3
51,2,5,4
52,5,14,5
53,13,6,6
54,2,4,7
55,14,5,6
56,7,13,1
57,14,3,1
58,6,15,3
59,11,8,3
60,2,14,3
61,15,11,5
62,9,2,7
63,5,15,1
64,10,15,6
65,15,10,7
66,5,7,3
67,5,5,5
68,11,15,1
69,2,1,2
70,5,1,3
71,6,4,7
72,15,12,7
73,16,13,6
74,16,10,6
75,6,8,2
76,7,7,1
77,12,13,7
78,8,12,6
79,8,15,5
80,3,12,7
81,11,2,2
82,12,4,4
83,1,5,2
