name,x,y,z
1,11,8,6
2,14,3,5
3,16,10,7
4,11,7,2
5,11,11,6
6,16,14,6
7,2,1,4
8,3,13,5
9,1,14,7
10,10,15,4
11,15,9,2
12,16,1,7
13,10,12,4
14,3,3,7
15,13,10,3
16,15,13,3
17,12,2,4
18,2,14,7
19,15,2,2
20,13,9,2
21,10,8,3
22,13,15,1
23,9,3,2
24,13,6,3
25,7,12,3
26,3,9,3
27,8,14,2
28,8,11,6
29,7,3,6
30,1,5,2
31,8,3,7
32,13,3,6
33,12,10,4
34,13,15,4
35,11,5,2
36,8,9,4
37,1,11,3
38,9,11,1
39,3,7,4
40,14,3,6
41,7,8,3
42,5,12,5
43,4,3,6
44,1,8,5
45,7,15,1
46,12,8,4
47,6,8,4
48,11,11,1
49,14,10,6
50,9,9,4
51,13,11,3
52,8,10,5
